Part Number,Brand,Category,Common description,Vendor Description,Purchasing Unit Price,Sale Unit Price,Notes,URL
6AG4112-3....-....,Siemens,IPC,"SIMATIC IPC647E (Rack PC, 19"", 2U)","SIMATIC IPC647E (Rack PC, 19"", 2U); 3x Gbit Ethernet (IE/PN), RJ45; 1x DVI-D, 2x displayport, 1x COM1, audio, 4x USB 3.1, 2x USB 3.1 (Typ C) rear side; 2x USB 3.0 front, 1x USB3.1 internally; 1x M.2 Slot internally; temperature and fan monitoring, watchdog; card retainer; Need to configure Processor, RAM and SSD", price on Request ,#VALUE!,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6AG4112-3....-....
6AG4131-2GA30-0XX1,Siemens,IPC,SIMATIC IPC627D (BOX PC) 250 GB HDD,"SIMATIC IPC627D (BOX PC), HD GRAPHIC ONBOARD, 2 X GIGABIT ETHERNET (IE/PN) 4 X USB V3.0; 1 X SERIELL (COM1); RAID-CONTROLLER ON BOARD; WATCHDOG, TEMP.-/FAN- MONITORING; XEON E3-1268LV3 (4C/8T, 2,3(3.3)GHZ, 8MB CACHE VT-D, AMT); 250 GBYTE HDD SATA; 8 GB DDR3 1600 DIMM; 2 X  PCI; W/O EXTENSION (HW); W/O OPERATING SYSTEM; W/O  EXTENSION (SW); AC 110/230V INDUSTRIAL POWER SUPPLY WITH NAMUR; POWER CORD UK;"," 2,674.10  "," 3,820.14  ","w=312, h=81, d=301;  Server sold to Teleflex",https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6AG4131-2GA30-0XX1
6AG4131-2GJ40-0XA6,Siemens,IPC,SIMATIC IPC627D (BOX PC) 2 x 240 GB SSD,"SIMATIC IPC627D (Box PC), HD graphic onboard, 2x Gigabit Ethernet (IE/PN) 4xUSB V3.0; 1x serial (COM 1); RAID controller onboard; Watchdog, temp./fan monitoring XEON E3-1268LV3 (4C/8T, 2.3 (3.3) GHz, 8 MB cache VT-D, AMT) RAID1 2x 240 GB SSD in removable frame 16 GB DDR3 1600 DIMM; 2x PCI without expansion (HW) without operating system SIMATIC IPC DiagMonitor enclosed 24 V DC industrial Power supply"," 3,754.45  "," 5,363.50  ","w=312, h=81, d=302",https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6AG4131-2GJ40-0XA6
6AG4141-7BC00-0DA0,Siemens,IPC,"Microbox PC DIN Rail mounted, No OS","SIMATIC IPC427E (Microbox PC), HD graphic onboard, 4x USB V3.0 (high current), PCIE (optional), XEON E3-1505L; 3x Gbit Ethernet (IE/PN); Mounting onto standard rail; 16 GB RAM; Without RS232/485, without PCIe; without operating system, Without replaceable mass storage; 256 GB Eco SSD; Without SIMATIC software; 24 V DC industrial power supply"," 2,242.80  "," 3,204.00  ",Do not Use! No OS,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6AG4141-7BC00-0DA0
6AG4141-7BC06-0DA0,Siemens,IPC,Microbox PC DIN Rail mounted,"SIMATIC IPC427E (Microbox PC), HD graphic onboard, 4x USB V3.0 (high current), PCIE (optional), XEON E3-1505L; 3x Gbit Ethernet (IE/PN); Mounting onto standard rail; 16 GB; Without RS232/485, without PCIe; Windows 10 Enterprise 2019 LTSC (64-bit), MUI (en,de,fr,it,es), for Xeon; Without replaceable mass storage; 256 GB Eco SSD SATA; Without SIMATIC software; 24 V DC industrial power supply"," 2,450.00  "," 3,500.00  ",Ordered for J&J,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6AG4141-7BC06-0DA0
6AV2123-2DB03-0AX0,Siemens,HMI,4 KTP400 HMI,"SIMATIC HMI, KTP400 Basic, Basic Panel, Key/touch operation, 4"" TFT display, 65536 colors, PROFINET interface, configurable from WinCC Basic V13/ STEP 7 Basic V13, contains open-source software, which is provided free of charge see enclosed CD", 339.72  , 485.31  ,24% discount,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6AV2123-2DB03-0AX0
6AV2123-2JB03-0AX0,Siemens,HMI,"9"" KTP900 HMI","SIMATIC HMI, KTP900 Basic, Basic Panel, Key/touch operation, 9"" TFT display, 65536 colors, PROFINET interface, configurable from WinCC Basic V13/ STEP 7 Basic V13", 942.40  ," 1,346.29  ",,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6AV2123-2JB03-0AX0
6AV2124-0UC02-0AX1,Siemens,HMI,"19"" TP1900 Comfort","SIMATIC HMI TP1900 Comfort, Comfort Panel, Touch operation, 19"" widescreen TFT display, 16 million colors, PROFINET interface, MPI/PROFIBUS DP interface, 24 MB configuration memory, WEC 2013, configurable from WinCC Comfort V14 SP1 with HSP"," 3,311.00  "," 4,730.00  ",,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6AV2124-0UC02-0AX1
6AV2125-2AE03-0AX0,Siemens,HMI,SIMATIC HMI connection box compact,"SIMATIC HMI connection box compact for Mobile Panels, installation in control cabinet, PROFINET and PROFIsafe, connection of safety relay, Connection point detection", 116.20  , 166.00  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6AV2125-2AE03-0AX0
6AV2170-0AA10-0AA0,Siemens,Software and License,SIMATIC Notifier Server 1.0 for Windows 7 or Windows 10,"SIMATIC Notifier Server 1.0 for Windows 7 or Windows 10 (64-bit). Enables in interaction with the SIMATIC Notifier app (for smartwatches Android Wear2 available via Google Play) the targeted sending of notifications to configured users via WLAN. Connection to the system or machine takes place via S7 or OPC UA connection. -User and role management, -Takeover function for teams, -Unlimited server license (ALM),", 329.00  , 470.00  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6AV2170-0AA10-0AA0
6AV2181-5AF05-0AX0,Siemens,Scalance & Industrial Ethernet,IE connecting cable / 5 m,"SIMATIC HMI connecting cable for KTPX00(F) Mobile, length 5 m", 164.00  , 234.29  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6AV2181-5AF05-0AX0
6AV2181-5AG80-0AX0,Siemens,Miscelleaneous Accessory,Wall bracket,"Wall holder, Type 13 for KTP400F mobile, KTP700 Mobile KTP700F Mobile, KTP900 Mobile, KTP900F Mobile, without attachment parts, incl. cable tray Further information, Quantity and content: see technical data", 108.00  , 154.29  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6AV2181-5AG80-0AX0
6AV6646-8AC10-0AA0,Siemens,HMI,"19 INOX FRONT, INDUSTRIAL THIN CLIENT","SIMATIC ITC1900 INOX FRONT, INDUSTRIAL THIN CLIENT, 19"" WIDESCREEN-TFT-DISPLAY, TOUCH OPERATION, SUPPORTED PROTOCOLS: RDP, VNC, SMARTSERVER, WEB"," 1,764.00  "," 2,520.00  ","30% discount / Previously  2 390,00  ?",https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6AV6646-8AC10-0AA0
6AV7240-3DC00-0PA0,Siemens,IPC,19 Industrial Panel PC,"SIMATIC IPC 477D, 19"" Touch Display; 4 USB (back)+1 USB (front), Ethernet (10/100/1000) Core I3-3217UE; 2x Gbit Ethernet (IE/PN); 4 GB; 1x RS-232; without PCIE; without operating system; Replaceable without drive; SSD 240 GB Standard (MLC); Without SIMATIC software; 24 V DC industrial power supply ", price on request ,#VALUE!,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6AV7240-3DC00-0PA0
6AV7241-1DA00-0DA0,Siemens,IPC,SIMATIC IPC477E,"SIMATIC IPC 477E 19"" Touch (1366 x 768); with front USB; 4 USB (back), Ethernet (10/100/1000); Celeron G3902E; 3x Gbit Ethernet (IE/PN); 4 GB without RS 232/RS485; without PCIe; without operating system; Without replaceable mass storage; 128 GB solid-state drive SATA; Without SIMATIC software; 24 V DC industrial power supply "," 2,209.50  "," 3,156.43  ",,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6AV7241-1DA00-0DA0
6AV7241-1DA00-0FA0,Siemens,IPC,SIMATIC IPC477E,"SIMATIC IPC 477E 19"" Touch (1366 x 768); with front USB; 4 USB (back), Ethernet (10/100/1000); Celeron G3902E; 3x Gbit Ethernet (IE/PN); 4 GB without RS 232/RS485; without PCIe; without operating system; Without replaceable mass storage; 240 GB solid-state drive SATA Without SIMATIC software; 24 V DC industrial power supply "," 2,372.25  "," 3,388.93  ",,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6AV7241-1DA00-0FA0
6AV7241-1EA01-0EA0,Siemens,HMI,"SIMATIC IPC 477E 22"" Touch (1920 x 1080)","SIMATIC IPC 477E 22"" Touch 1080p. Front USB. 4 back USB. Ethernet. Processor: Celeron G3902E. 3x Gigabit Ethernet (IE/PN). RAM: 4 GB. Windows Embedded Standard 7 SP1 32 bit; Internal storage: 80 GB SSD; Power supply: 24 V DC", Price on Request ,#VALUE!,"Price on request / Previously  2 390,00  ?",https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6AV7241-1EA01-0EA0
6AV7466-8MA10-0AA0,Siemens,HMI,22 Industrial Flat Panel HMI Monitor,"SIMATIC IFP2200, Flat Panel 22"" display (16:9), Multitouch, neutral design, black without logo symmetric frame, Extended Version max. 30m, 1920x1080 pixel, for 24V DC, Displayport / DVI interface incl. DVI/USB cable 1,8 m"," 2,012.40  "," 2,874.86  ","14% discount /Previously 1,090  ?",https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6AV7466-8MA10-0AA0
6AV7676-1AB00-0AA0,Siemens,IPC,Docking station for SIMATIC ITP1000,"Docking station for SIMATIC ITP1000, 2x USB 2.0, 1x LAN 1000 / 100 / 10 MBIT/S, DC-IN, Kensington lock, 1x Display Port, Convenient one-hand docking", 353.25  , 504.64  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6AV7676-1AB00-0AA0
6AV7676-3AA20-0AA0,Siemens,IPC,Battery 5700 mAh,"SIMATIC ITP1000 accessory, Battery approx. 5700mAh, Lithium-Ionen for SIMATIC ITP1000 6 Month warranty", 135.00  , 192.86  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6AV7676-3AA20-0AA0
6AV7863-2TA00-0AA0,Siemens,HMI,15 Industrial Flat Panel HMI Monitor,"SIMATIC IFP1500 FLAT PANEL 15"" DISPLAY (16:10), TOUCH, STANDARD VERSION MAX. 5M, 1280X800 PIXEL, FOR 24V DC, DISPLAYPORT / DVI INTERFACE INCL. DVI/USB-CABLE 1,8 M", 870.00  ," 1,242.86  ",25% discount,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6AV7863-2TA00-0AA0
6AV7863-3TA00-0AA0,Siemens,HMI,19 Industrial Flat Panel HMI Monitor,"SIMATIC IFP1900 FLAT PANEL 19"" DISPLAY (16:9), TOUCH, STANDARD VERSION, MAX 5M, 1366X768 PIXEL, FOR 24V DC, DISPLAYPORT / DVI INTERFACE INCL. DVI/USB-CABLE 1,8M"," 1,005.00  "," 1,435.71  ",25% discount,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6AV7863-3TA00-0AA0
6AV7880-0AA02-0AA2,Siemens,IPC,"10"" Multi Touch Intel Core i5 Tablet with 8 Function keys, 256 GB SSD, 4GB RAM (No OS)","SIMATIC ITP1000, 8 function keys, Ethernet 10/100/1000 Mbit/s, 1x RS232, 2x USB 3.0, 1x UAJ, 1x USB type-C, 1x SD card reader, Wifi 802.11 a/b/c/g, Bluetooth, Lithium-ion battery; 10"" Multitouch (1280 x 800); Without extras; 256 GB SSD; without operating system; Core I5-6442EQ; 4 GB RAM; 110/230 V AC power supply unit, Power supply cable for Europe; without software (included);"," 2,589.75  "," 3,699.64  ",,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6AV7880-0AA02-0AA2
6AV7880-0GA02-1AA2,Siemens,IPC,"10"" Multi Touch Intel Core i5 Tablet with 8 Function keys, 256 GB SSD, 4GB RAM (No OS). RFID and Barcode Imager","SIMATIC ITP1000, 10"" Multitouch (1.280 x 800), 8 Function keys, Ethernet 10/100/1000 MBit/s, 1x RS232, 2x USB 3.0, 1x UAJ, 1x USB type-C, 1x SD card reader, Wifi 802.11 a/b/c/g, Bluetooth, Accu 5.900 mAh, Kensington Security Slot, RDIF and Barcode-Imager; 256 GB SSD; w/o operating system; Core I5-6442EQ; 8 GB RAM; AC 110/230V power supply, power cord Europe; w/o SW (included);"," 2,805.50  "," 4,007.86  ","Siemens List price 4,293. 
Add cost of Windows 10",https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6AV7880-0GA02-1AA2
6AV7882-0EB20-0EA0,Siemens,IPC,19 Industrial HMI Monitor with integrated PC,"SIMATIC IPC277E (Nanopanel PC); 19"" Touch TFT; 2x 10/100/1000 Mbps Ethernet RJ45; 1x display port graphic; 1x USB 3.0; 3x USB 2.0; 1x serial (COM 1); CFast slot; 24 V DC power supply; 1x front USB Celeron N2930 (4C/4T) 4 GB RAM; without operating system; 128 GB SSD; without SIMATIC software"," 2,034.75  "," 2,906.79  ",,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6AV7882-0EB20-0EA0
6EP1332-1LB00,Siemens,PSU - Power Supply Unit,SITOP PSU100L- 24 V DC / 2.5 A,SITOP PSU100L 24 V/2.5 A stabilized power supply input: 120/230 V AC output: 24 V DC/2.5 A , 39.90  , 57.00  ,Will be used on the majority of our gateway panels (no Nanobox),https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6EP1332-1LB00
6EP1332-1SH71,Siemens,PLC,SIMATIC S7-1200 Power Module,"SIMATIC S7-1200 Power Module PM1207 Stabilized power supply input: 120/230 V AC, output: DC 24 V/2,5 A", 62.16  , 88.80  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6EP1332-1SH71
6EP1332-4BA00,Siemens,PLC - S7-1500,"1-phase, 24 V DC (for S7-1500 and ET200MP)","SIMATIC PM 1507 24 V/3 A Stabilized power supply for SIMATIC S7-1500 input: 120/230 V AC, output: 24 V DC/3 A", 95.90  , 137.00  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6EP1332-4BA00
6EP1332-5BA00,Siemens,PSU - Power Supply Unit,SITOP PSU100C - 24 V/2.5 A,"SITOP PSU100C 24 V/2.5 A Stabilized power supply input: 120-230 V AC (DC 110-300 V) output: DC 24 V/2,5 A", 53.69  , 76.70  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6EP1332-5BA00
6EP1333-1AL12,Siemens,PSU - Power Supply Unit,Low Profile SITOP PSU- 24 V DC / 5 A,"Low Profile SITOP power 5 A, special line stabilized power supply input: 120/230 V AC output: 24 V DC/5 A", 190.00  , 271.43  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6EP1333-1AL12
6EP1333-1LB00,Siemens,PSU - Power Supply Unit,SITOP PSU100L- 24 V DC / 5 A,SITOP PSU100L 24 V/ 5 A stabilized power supply input: 120/230 V AC output: 24 V DC/ 5 A , 56.00  , 80.00  ,To be used on standard gateway panel with Nanoboxes,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6EP1333-1LB00
6EP1333-7CA00,Siemens,PSU - Power Supply Unit,SITOP PSU100P 24 V DC / 5A,"SITOP PSU100P IP67 Stabilized power supply input: 120/230 V AC, output: 24 V DC/5 A", 232.40  , 332.00  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6EP1333-7CA00
6EP1334-1LB00,Siemens,PSU - Power Supply Unit,SITOP PSU100L- 24 V DC / 10 A,SITOP PSU100L 24 V/10 A stabilized power supply input: 120/230 V AC output: 24 V DC/10 A, 80.50  , 115.00  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6EP1334-1LB00
6EP1336-2BA10,Siemens,PSU - Power Supply Unit,SITOP 20A PSU ,"SITOP PSU100S 20 A Stabilized power supply input: 120/230 V AC, output: 24 V DC/20 A", 173.60  , 248.00  ,provides power sufficient even for future PoE upgrades,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6EP1336-2BA10
6EP1336-3BA10,Siemens,PSU - Power Supply Unit,SITOP 20A PSU ,SITOP PSU8200 20 A Stabilized power supply input: 120-230 V AC 110-220 V DC output: 24 V DC/20 A, 203.00  , 290.00  ,Used for Mexico,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6EP1336-3BA10
6EP1933-2EC41,Siemens,PSU - Power Supply Unit,Sitop uninterruptible power supply,SITOP UPS500S BUFFER MODULE Maintenance free Uninterruptible Power supply With USB interface Basic device 2.5 kWs input: 24 V DC output: DC 24 V/15 A Degree of protection IP20 ., 263.20  , 376.00  ,UPS for Standard Panels.  Note:  Capacitor based UPS ~would maintain a basic S7 PLC alive for 42sec.,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6EP1933-2EC41
6EP1961-3BA01,Siemens,PSU - Power Supply Unit,Sitop uninterruptible power supply,SITOP PSE201U BUFFER MODULE BUFFERING TIME 100 MS TILL 10 S DEPENDENT UPON LOAD , 149.80  , 214.00  ,UPS for Standard Panels.    Note:  Capacitor based UPS ~10sec. - Will be used on 90% of our gateway panels,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6EP1961-3BA01
6EP1961-3BA21,Siemens,PSU - Power Supply Unit,SITOP 40A Redundancy module 24v DC,SITOP PSE202U Redundancy module Input/output: 24 V DC/40 A suitable for decoupling two SITOP power supplies with maximal , 78.40  , 112.00  ,Used for Mexico,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6EP1961-3BA21
6EP3331-6SB00-0AY0,Siemens,PSU - Power Supply Unit,LOGO - PSU,LOGO!POWER 24 V / 1.3 A Stabilized power supply input: 100-240 V AC output: DC 24 V / 1.3 A, 39.90  , 57.00  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6EP3331-6SB00-0AY0
6EP4131-0GB00-0AY0,Siemens,PSU - Power Supply Unit,SITOP UPS Battery module 1.2 Ah,SSITOP UPS1100 Battery module with warning not closed Lead batteries for SITOP DC-USV Modules; DC 24 V 1.2 Ah, 79.10  , 113.00  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6EP4131-0GB00-0AY0
6EP4133-0GB00-0AY0,Siemens,PSU - Power Supply Unit,Sitop uninterruptible power supply,"SITOP UPS1100 Battery module with warning not closed Lead batteries for SITOP DC-USV Modules; DC 24 V 3,2 Ah", 83.30  , 119.00  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6EP4133-0GB00-0AY0
6EP4134-0GB00-0AY0,Siemens,PSU - Power Supply Unit,SITOP UPS Battery module 7 Ah,SITOP UPS1100 Battery module with warning not closed Lead batteries for SITOP DC-USV Module 6 A DC 24 V 7 Ah, 102.90  , 147.00  ,Used for Mexico,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6EP4134-0GB00-0AY0
6EP4134-3AB00-2AY0,Siemens,PSU - Power Supply Unit,Sitop uninterruptible power supply,SITOP UPS1600 10 A Ethernet/ PROFINET Uninterrupted Power supply with Ethernet/ PROFINET interface / OPC UA Server / Web server input: 24 V DC Output: 24 V DC/10 A, 219.80  , 314.00  ,Note:  For use only with battery module.,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6EP4134-3AB00-2AY0
6EP4136-3AB00-0AY0,Siemens,PSU - Power Supply Unit,SITOP 20A UPS 24v DC,SITOP UPS1600 20 A Uninterrupted Power supply input: 24 V DC output: 24 V DC/20 A, 165.90  , 237.00  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6EP4136-3AB00-0AY0
6EP4136-3AB00-2AY0,Siemens,PSU - Power Supply Unit,SITOP 20A UPS 24v DC with Ethernet & OPC UA Server,SITOP UPS1600 20 A Ethernet/ PROFINET Uninterrupted power supply with Ethernet / PROFINET interface / OPC UA Server / Web server input: 24 V DC output: 24 V DC/20 A, 245.70  , 351.00  ,Used for Mexico,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6EP4136-3AB00-2AY0
6ES7131-6BF01-0BA0,Siemens,Remote I/O (ET200),"SIMATIC ET 200SP, Digital input module, DI 8x 24V DC Standard","SIMATIC ET 200SP, Digital input module, DI 8x 24V DC Standard, type 3 (IEC 61131), sink input, (PNP, P-reading), Packing unit: 1 piece, fits to BU-type A0, Colour Code CC01, input delay time 0,05..20ms, module diagnostics for: short-circuit of sensor supply, wire break, supply voltage", 43.86  , 62.66  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6ES7131-6BF01-0BA0
6ES7132-6BH00-0AA0,Siemens,Remote I/O (ET200),"SIMATIC ET 200SP, digital output module, DQ 16x 24VDC/0.5A Basic","SIMATIC ET 200SP, digital output module, DQ 16x 24VDC/0.5A Basic, Pack quantity: 1 unit, suitable for BU type A0, Color code CC00, Module diagnostics", 83.81  , 119.73  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6ES7132-6BH00-0AA0
6ES7132-6BH01-0BA0,Siemens,Remote I/O (ET200),"SIMATIC ET 200SP, Digital output module, DQ 16x 24V DC/0,5A Standard, Source output (PNP,P-switching)","SIMATIC ET 200SP, Digital output module, DQ 16x 24V DC/0,5A Standard, Source output (PNP,P-switching) Packing unit: 1 piece, fits to BU-type A0, Colour Code CC00, substitute value output, module diagnostics for: short-circuit to L+ and ground, wire break, supply voltage", 87.55  , 125.07  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6ES7132-6BH01-0BA0
6ES7134-6FF00-0AA1,Siemens,Remote I/O (ET200),"SIMATIC ET 200SP, Analog input module, AI 8XU Basic","SIMATIC ET 200SP, Analog input module, AI 8XU Basic, suitable for BU type A0, A1, Color code CC02, Module diagnostics, 16 bit", 200.60  , 286.57  ,0-10v,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6ES7134-6FF00-0AA1
6ES7134-6GF00-0AA1,Siemens,Remote I/O (ET200),"SIMATIC ET 200SP, Analog input module, AI 8XI 2-/4-wire Basic","SIMATIC ET 200SP, Analog input module, AI 8XI 2-/4-wire Basic, suitable for BU type A0, A1, Color code CC01, Module diagnostics, 16 bit", 192.10  , 274.43  ,4-20mA,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6ES7134-6GF00-0AA1
6ES7155-6AA01-0BN0,Siemens,Remote I/O (ET200),"SIMATIC ET 200SP, PROFINET bundle IM","SIMATIC ET 200SP, PROFINET bundle IM, IM 155-6PN ST, max. 32 I/O modules and 16 ET 200AL modules, single hot swap, bundle consists of: Interface module (6ES7155-6AU01-0BN0), Server module (6ES7193-6PA00-0AA0), BusAdapter BA 2xRJ45 (6ES7193-6AR00-0AA0)", 261.80  , 374.00  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6ES7155-6AA01-0BN0
6ES7193-6BP00-0DA0,Siemens,Remote I/O (ET200),"SIMATIC ET 200SP, BaseUnit BU15-P16+A0+2D","SIMATIC ET 200SP, BaseUnit BU15-P16+A0+2D, BU type A0, push-in terminals, without aux. terminals, new load group, WxH: 15x 117 mm", 23.29  , 33.27  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6ES7193-6BP00-0DA0
6ES7211-1AE40-0XB0,Siemens,PLC,"SIMATIC S7-1200, CPU 1211C","SIMATIC S7-1200, CPU 1211C, compact CPU, DC/DC/DC, onboard I/O: 6 DI 24 V DC; 4 DO 24 V DC; 2 AI 0-10 V DC, Power supply: DC 20.4-28.8V DC, Program/data memory 50 KB", 157.50  , 225.00  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6ES7211-1AE40-0XB0
6ES7212-1BE40-0XB0,Siemens,,"SIMATIC S7-1200, CPU 1212C","SIMATIC S7-1200, CPU 1212C, compact CPU, AC/DC/relay, onboard I/O: 8 DI 24 V DC; 6 DO relay 2 A; 2 AI 0-10 V DC, Power supply: AC 85-264 V AC at 47-63 Hz, Program/data memory 75 KB", 212.25  , 303.21  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6ES7212-1BE40-0XB0
6ES7214-1AG40-0XB0,Siemens,PLC,"SIMATIC S7-1200, CPU 1214C","SIMATIC S7-1200, CPU 1214C, compact CPU, DC/DC/DC, onboard I/O: 14 DI 24 V DC; 10 DO 24 V DC; 2 AI 0-10 V DC, Power supply: DC 20.4-28.8V DC, Program/data memory 100 KB", 349.50  , 499.29  ,476,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6ES7214-1AG40-0XB0
6ES7221-1BF32-0XB0,Siemens,PLC,"SIMATIC S7-1200, Digital input SM 1221, 8 DI","SIMATIC S7-1200, Digital input SM 1221, 8 DI, 24 V DC, Sink/Source", 100.50  , 143.57  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6ES7221-1BF32-0XB0
6ES7221-1BH32-0XB0,Siemens,PLC,"SIMATIC S7-1200, Digital input SM 1221, 16 DI","SIMATIC S7-1200, Digital input SM 1221, 16 DI, 24 V DC, Sink/Source", 147.00  , 210.00  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6ES7221-1BH32-0XB0
6ES7222-1HF32-0XB0,Siemens,PLC,"SIMATIC S7-1200, Digital output SM 1222, 8 DO, relay 2 A","SIMATIC S7-1200, Digital output SM 1222, 8 DO, relay 2 A", 134.00  , 191.43  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6ES7222-1HF32-0XB0
6ES7231-4HD32-0XB0,Siemens,PLC,"SIMATIC S7-1200, Analog input, SM 1231, 4 AI","SIMATIC S7-1200, Analog input, SM 1231, 4 AI, +/-10 V, +/-5 V, +/-2.5 V, or 0-20 mA/4-20 mA, 12 bit+sign (13 bit ADC)", 207.00  , 295.71  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6ES7231-4HD32-0XB0
6ES7231-4HF32-0XB0,Siemens,PLC,"SIMATIC S7-1200, Analog input, SM 1231, 8 AI","SIMATIC S7-1200, Analog input, SM 1231, 8 AI, +/-10 V, +/-5 V, +/-2.5 V, or 0-20 mA/4-20 mA, 12 bit+sign or (13 bit ADC)", 308.25  , 440.36  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6ES7231-4HF32-0XB0
6ES7232-4HD32-0XB0,Siemens,PLC,"SIMATIC S7-1200, Analog output, SM 1232, 4 AO","SIMATIC S7-1200, Analog output, SM 1232, 4 AO, +/-10 V, 14-bit resolution, or 0-20 mA/4-20 mA, 13-bit resolution", 320.25  , 457.50  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6ES7232-4HD32-0XB0
6ES7238-5XA32-0XB0,Siemens,PLC,"SIMATIC S7-1200, Analog input, SM 1238 Energy Meter 480 V AC","SIMATIC S7-1200, Analog input, SM 1238 Energy Meter 480 V AC, power measurement module for data acquisition in 1- and 3-phase supply systems (TN, TT) up to 480 V AC; Current range: 1 A, 5A; acquisition of voltage, current, phase angles, power, energy values, frequencies; Channel diagnostics", 248.25  , 354.64  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6ES7238-5XA32-0XB0
6ES7241-1CH30-1XB0,Siemens,PLC,"SIMATIC S7-1200, Communication Modbus Board CB 1241, RS485","SIMATIC S7-1200, Communication Board CB 1241, RS485, terminal block, supports Freeport", 76.50  , 109.29  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6ES7241-1CH30-1XB0
6ES7241-1CH32-0XB0,Siemens,PLC,"SIMATIC S7-1200, Communication module CM 1241","SIMATIC S7-1200, Communication module CM 1241, RS422/485, 9-pole D-sub (socket) supports Freeport. Modbus RTU.", 117.75  , 168.21  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6ES7241-1CH32-0XB0
